Производитель;Тренд;Нарушения экспертно;Тяжесть нарушения экспертно;Изъятие из обращения;Приостановлена реализация;Разрешен;Скорость реагирования;Тяжесть нарушения;Наименование товара;place_total_fail;lat;long;place_id;google_name;google_rating;site;reviews;world_rank;country_rank;link_numbers;place_was_nullated;place_no_end;place_time;place_size;Юридическое лицо, на имя которого выдано регистрационное удостоверение;place_fail_rel_size;Иностранцы;Россия;контрафактное ЛС;недоброкачественное ЛС;незарегистрированное ЛС;оригинальное ЛС;сомнительное ЛС;фальсифицированное ЛС;Партия;Брак поставщика (подтвержден);Брак производителя (изъятие без уничтожения);Брак производителя (партия);Брак производителя (территория);Брак производителя Россия;Изменение;Изъятие;Изъятие незарегистрированного ЛС;Изъятие по неподтвержденной декларации;Контрафакт;Незаконный ввоз;О переводе на предварительный контроль;Отзыв;Отзыв деклараций о соответствии;Отзыв производителем;Отзыв производителем (Ф/С);Отзыв производителем партии;Ошибка репортера;Прекращение обращения;Приостановление;Приостановление реализации;Разрешение (партия);Разрешение (серия);Разрешение реализации;Фальсификация;Фальсификация (изъятие по признакам);Фальсификация полное изъятие;Фальсификация приостановление;place_total_letters;Итоговый рейтинг
Эбботт Лэбораториз ГмбХ;0.0;;0.0;0.3333333333333333;0.6666666666666666;0.6666666666666666;76.0;0.8;1;3.0;55.82137299999999;37.4977183;ChIJT7_H2zxItUYR1N1ini-eKuY;Эбботт Лэбораториз;0.0;http://www.abbott-russia.ru/;[['Офис основных подразделений компании.', 5, 1470731188], ['', 5, 1489264283], ['', 5, 1460583660], ['', 5, 1508746627]];2011150.0;173541.0;695.0;0.9451966473243067;0.806307441402261;1683.36875;145.0;Эбботт Хелскеа САС;0.006896551724137931;1.0;0.0;0.0;0.5625;0.0;0.0;0.3125;0.125;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.125;0.0;0.0;0.0;0.0;16.0;0.26896551724137935
Бакстер;0.0;;0.0;1.0;0.0;0.0;;0.4;1;1.0;55.823191;37.49671610000001;ChIJT7_H2zxItUYRdRNdSWE6NK4;БАКСТЕР;;http://www.baxter.com.ru/;[];4459590.0;;37.0;1.0;0.6657407407407407;1826.2;47.0;Бакстер Хелскэа Корпорейшн;0.02127659574468085;1.0;0.0;0.0;0.7692307692307693;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38461538461538464;0.38461538461538464;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.0;0.3070921985815603
Медикор ЦСМ ЗАО/Сэлвим ООО;0.0;Проблема в описании.;7.0;1.0;0.0;0.0;;1.0;1;1.0;55.76632559999999;37.5324895;ChIJTeJ8fHlJtUYR-UM8L-_p3Ns;Сэлвим;0.0;http://www.salvim.ru/;[['', 5, 1432094634]];;;;1.0;0.3333333333333333;1826.0;10.0;"Общество с ограниченной ответственностью ""СЭЛВИМ"" (ООО ""СЭЛВИМ"")";0.1;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.3666666666666667
Бионорика АГ;0.0;;0.0;1.0;0.0;0.3333333333333333;140.0;1.0;2;3.0;55.6854855;37.4895685;ChIJTfcbH01MtUYRR_Ii6n44Lcs;Бионорика Аг;0.8;http://www.bionorica.ru/;[['', 1, 1457343242]];1135474.0;76411.0;107.0;1.0;0.6896551724137931;1826.0;29.0;Бионорика АГ;0.06896551724137931;1.0;0.0;0.0;0.75;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.6229885057471264
Фарм-Синтез АО/пр.Деко Компания  ООО;0.0;;0.0;1.0;0.0;0.0;;0.4;1;1.0;55.7063446;37.6035193;ChIJV-nmvmdLtUYR-o19kBcw-xk;Фарм-синтез;;http://pharm-sintez.ru/;[];6121667.0;491802.0;47.0;1.0;1.0;;4.0;"ООО ""Фарм-Синтез""";0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.3833333333333333
Белупо лекарства и косметика д.д.;0.0;;0.0;0.9166666666666666;0.08333333333333333;0.0;;1.0;6;12.0;55.709838;37.508419;ChIJW-VRVBNMtUYRIdc5aVQzaWg;Белупо Лекарства и Косметика Д. Д.;0.8;https://www.vidal.ru/drugs/company/193;[['Ь', 1, 1471342532]];117529.0;10337.0;781.0;0.9714285714285714;0.5142857142857142;1826.4117647058827;70.0;БЕЛУПО, лекарства и косметика д.д.;0.08571428571428572;1.0;0.0;0.0;0.925;0.0;0.075;0.0;0.0;0.225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.475;0.0;0.025;0.0;0.0;0.0;0.0;0.0;0.35;0.0;0.0;0.15;0.0;0.0;0.0;0.0;40.0;0.6285714285714286
Синтез ОАО;1.0;;0.0;0.8125;0.1875;0.10416666666666667;50.0;0.8541666666666666;11;48.0;55.921172;37.525644;ChIJWzVIbI85tUYRlTbKa0ve3tE;Тонкий Органический Синтез;0.05999999999999996;http://www.toshim.ru/;[['Предприятие хоть и старое, но с профессиональным человеческим ресурсом. Жаль главный акционер,глух и нем к перспективному активу. Не нужны проблемы ни городу, ни мэру и тем более стране. Наилучшие пожелания трудовому коллективу. Один Махов сменился другим. :(( Держитесь. С уважением, Логинов', 5, 1406559826], ['', 5, 1516188935], ['', 4, 1462977163]];7517366.0;735589.0;11.0;0.9444444444444444;0.6296296296296297;1826.0;108.0;Синтез ОАО;0.10185185185185185;0.0;1.0;0.0;0.9008810572687224;0.0;0.022026431718061675;0.07709251101321586;0.0;0.015418502202643172;0.0;0.0;0.0;0.15198237885462554;0.05506607929515418;0.03303964757709251;0.02643171806167401;0.0;0.0;0.0;0.0;0.0;0.16519823788546256;0.0;0.21145374449339208;0.013215859030837005;0.028634361233480177;0.0;0.04185022026431718;0.1277533039647577;0.12334801762114538;0.0;0.019823788546255508;0.002202643171806168;0.0;0.0;0.0;0.0;454.0;0.33867283950617283
Йодные технологии и маркетинг ООО;-1.0;Маркировка.;4.0;0.75;0.25;0.0;;1.0;2;8.0;55.72174460000001;37.7035034;ChIJXUmmUi61SkERHF9ERMCNavk;Йодные Технологии И Маркетинг;;http://www.itimc.ru/;[];;;;0.6;0.6;1433.0;5.0;Йодные технологии и маркетинг ООО;0.4;0.001663893510815308;0.9983361064891848;0.0;0.9767054908485856;0.021630615640599003;0.0;0.001663893510815308;0.0;0.013311148086522465;0.0;0.0;0.001663893510815308;0.6605657237936772;0.06655574043261231;0.003327787021630616;0.05324459234608985;0.0;0.0;0.0;0.0;0.0;0.07820299500831948;0.0;0.0;0.0;0.006655574043261232;0.0;0.018302828618968387;0.03993344425956739;0.06988352745424292;0.0;0.001663893510815308;0.0;0.0;0.0;0.0;0.0;601.0;0.6333333333333333
Берингер Ингельхайм Интернешнл ГмбХ;0.0;;0.0;0.0;1.0;1.0;;1.0;1;3.0;55.822188;37.4995391;ChIJXzhChTxItUYRrZLAAkdQf_c;Берингер Ингельхайм;0.0;https://www.boehringer-ingelheim.ru/;[['Отличная работа', 5, 1481463981], ['', 5, 1502185334]];3926610.0;325086.0;80.0;0.994318181818182;0.8227813852813852;1816.2432432432433;141.0;Берингер Ингельхейм Интернешнл ГмбХ;0.0070921985815602835;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.33569739952718675
Ранбакси Лабораториз Лтд;0.0;;0.0;0.0;1.0;0.0;;0.4666666666666667;2;6.0;55.82635000000001;37.6281953;ChIJY5alyXk2tUYRlxyBZb2_pAM;Ранбакси;;http://www.sunpharma.com/russia;[];191185.0;16379.0;622.0;0.9756266205704408;0.7601267646211466;1813.953703703704;120.0;Ранбакси Лабораториз Лтд;0.016666666666666666;1.0;0.0;0.0;0.5113636363636364;0.0;0.045454545454545456;0.4431818181818182;0.0;0.0;0.0;0.022727272727272728;0.0;0.11363636363636365;0.09090909090909093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1590909090909091;0.0;0.03409090909090909;0.0;0.022727272727272728;0.0;0.045454545454545456;0.022727272727272728;0.045454545454545456;0.0;0.0;0.0;0.4431818181818182;0.0;0.0;0.0;88.0;0.3277777777777778
Валента Фарм ПАО;1.0;;0.0;0.14814814814814814;0.8518518518518519;0.07407407407407407;223.5;0.37777777777777777;3;27.0;55.9123872;38.0090045;ChIJY83Q7CrTSkER4MHnT6ofxlc;Валента Фарм завод;0.0;http://www.valentapharm.com/;[['', 5, 1482173127]];920375.0;73493.0;124.0;0.91609375;0.8039468125960062;1675.672379406308;470.0;Щелковский витаминный завод ОАО;0.006382978723404255;0.0;1.0;0.0;0.9287833827893176;0.0;0.03857566765578635;0.029673590504451036;0.002967359050445104;0.011869436201780416;0.0;0.014836795252225518;0.0;0.3946587537091989;0.1572700296735905;0.0;0.029673590504451036;0.0;0.0;0.0;0.0;0.0;0.05637982195845698;0.017804154302670624;0.09198813056379823;0.10682492581602374;0.011869436201780416;0.0;0.002967359050445104;0.05341246290801187;0.029673590504451036;0.0;0.017804154302670624;0.0;0.011869436201780416;0.0;0.0;0.002967359050445104;337.0;0.128053585500394
АВВА РУС АО;0.0;;0.0;1.0;0.0;0.0;;0.4;1;1.0;55.76510309999999;37.41367279999999;ChIJY8up48xItUYRcbCjYoGqLTk;АВВА РУС;0.0;http://www.avva-rus.ru/;[['', 5, 1498811309]];2227896.0;231959.0;36.0;1.0;0.6817502510484967;1507.047142857143;195.0;"Открытое акционерное общество ""АВВА РУС"" (ОАО ""АВВА РУС"")";0.005128205128205128;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0196078431372549;0.0;0.0;0.0;0.0;0.0;0.0;0.0196078431372549;0.0;0.0;0.0;0.0;0.0;0.0784313725490196;0.7450980392156863;0.0;0.0;0.09803921568627452;0.0;0.0;0.0;0.05882352941176471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;0.13504273504273503
Обновление ПФК ЗАО;1.0;;0.0;0.6666666666666666;0.3333333333333333;0.3333333333333333;199.0;0.6;6;6.0;55.709838;37.508419;ChIJYTwhVBNMtUYRXUge9SXJ8vo;Аква Марис;;http://aquamaris.ru/;[];931629.0;78839.0;54.0;0.98;0.66;1681.470588235294;50.0;Обновление ПФК ЗАО;0.12;0.0;1.0;0.0;0.8444444444444444;0.0;0.15555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.1851851851851852;0.022222222222222227;0.0;0.014814814814814815;0.0;0.0;0.0;0.0;0.0;0.17037037037037034;0.05185185185185185;0.2814814814814815;0.0;0.0;0.007407407407407408;0.0;0.17777777777777778;0.05925925925925926;0.0;0.007407407407407408;0.022222222222222227;0.0;0.0;0.0;0.0;135.0;0.40666666666666673
ЮСБ Фарма С.А.;0.0;Проблема в описании.;7.0;1.0;0.0;0.0;;1.0;1;1.0;55.7505536;37.5393727;ChIJYzPv99tLtUYRalBsxwU0Yuo;ЮСБ Фарма;;http://ucbrussia.ru/;[];12542622.0;569679.0;27.0;1.0;0.7351351351351352;1290.1904761904761;78.0;ЮСВ Фарма СА;0.01282051282051282;1.0;0.0;0.0;0.625;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.5042735042735043
Генериум АО;0.0;;0.0;0.0;1.0;1.0;75.33333333333333;0.33333333333333337;3;3.0;55.75223879999999;37.5325035;ChIJZ9LB395LtUYRM-zk3WKovNY;Генериум;0.0;http://generiumzao.ru/;[['', 5, 1501312066]];;;;1.0;0.64;1826.3125;36.0;"Закрытое акционерное общество ""ГЕНЕРИУМ"" (ЗАО ""ГЕНЕРИУМ"")";0.08333333333333333;0.0;1.0;0.0;0.0;0.0;0.8;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.2;0.0;0.0;0.0;0.0;5.0;0.1388888888888889
Сотекс ФармФирма ЗАО;0.0;;0.0;1.0;0.0;1.0;404.0;1.0;2;3.0;55.65893999999999;37.637291;ChIJZbMm5GqzSkER0W-I7pk1bsA;Сотекс;0.2;http://www.sotex.ru/;[['Сотекс', 4, 1494844511]];1148697.0;76498.0;84.0;0.9818181818181818;0.7805704099821746;1826.398345153664;150.0;Сотекс ФармФирма ЗАО;0.013333333333333334;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.004878048780487805;0.0;0.0;0.0;0.0;0.3463414634146341;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14146341463414633;0.0;0.0;0.0;0.014634146341463415;0.4878048780487805;0.0;0.0;0.004878048780487805;0.004878048780487805;0.0;0.0;0.0;0.0;205.0;0.40444444444444444
Байер Биттерфельд ГмбХ;0.0;;0.0;1.0;0.0;0.0;;0.4;2;16.0;55.79023299999999;37.5852151;ChIJ_5nO4RRLtUYRgKPSs_37TYk;Интернет-аптека Piluli.ru;0.42000000000000004;http://www.piluli.ru/;"[['Курьеры просто жесть. Лучше сменить обслуживающую организацию. \nПри просьбе оставить комментарий, слова все сделали, но по факту - ничего. \nВместо решения проблемы - рассказ как у них все сложно. \nПонимаю сложную экономическую обстановку в стране, но рекомендую пересмотреть качество предоставляемого сервиса. \nВ результате решения проблемы - отмена заказа.', 1, 1517227850], ['очень не хотела писать этот отзыв. и до последнего пыталась связаться с отделом по работе с клиентами... но увы... до этого была постоянным клиентом, косяков не было никогда, а если и были, то всегда можно войти в положение. Но эти ребята решили, что я идиотка с плохой памятью. Был сделан заказ. в письме была дата доставки. В назначенное время доставки (а точнее через час после) звонок.... и оп оп.... оказывается у меня заказ на следующий день. И мне упорно утверждают, что это я оказывается ошиблась. после чего заказ вообще отменили, хотя такой просьбы от меня не поступало. Короче дойду до обычной аптеки, а вы ребята и дальше продолжайте терять клиентов...', 1, 1520316774], ['третья попытка заказать лекарства в этой аптеке.\nопять одного нет в наличии,когда будут не знают.\nа еще аптека, которая есть НА САМОМ САЙТЕ,и в которой можно бесплатно забрать, оказывается не работает с ними,очень странно.\nпожалуй, это моя последняя попытка заказать у них лекарства.', 1, 1495957444], ['Не надейтесь, что вам доставят лекарство в срок. Мой срочный заказ не дождалась вчера, и сегодня весь день жду. Курьеры просто обманывают.', 1, 1493227260], ['Являюсь постоянным клиентом интернет-аптеки Пилюли.ру\nВсегда всё было нормально, но последний заказ изрядно подпортил впечатление. Целый день просидел в ожидании доставки, все планы на праздничный день 7 января - насмарку...\nСлоган "" принимайте лекарства вовремя"" сейчас звучит издёвкой!\nСсылка на множество заказов и праздничные дни оправданием не является, ведь речь идёт о лекарствах, а не фейерверках или колбасе.', 2, 1483806772]]";8915.0;400.0;830.0;0.97;0.5700000000000001;1782.65;30.0;Экселджин Лаборатуар;0.06666666666666667;1.0;0.0;0.006211180124223602;0.12422360248447205;0.0;0.7950310559006211;0.07453416149068323;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012422360248447204;0.006211180124223602;0.0;0.0;0.0;0.0;0.0;0.6956521739130435;0.0;0.006211180124223602;0.0;0.0;0.0;0.0;0.006211180124223602;0.19875776397515527;0.0;0.018633540372670808;0.0;0.031055900621118005;0.012422360248447204;0.0;0.012422360248447204;161.0;0.29555555555555557
Випс-Мед Фирма ООО;0.0;;0.0;0.5;0.5;0.0;;1.0;1;2.0;55.966758;38.0569561;ChIJ_UUnnlortUYRg80Y4wMgJ80;"ООО ""Фирма ""ВИПС-МЕД""";0.0;http://www.vipsmed.ru/;[['', 5, 1502564465]];2714926.0;239233.0;115.0;1.0;0.7179487179487181;1826.055555555556;33.0;"ООО ""Фирма ""Випс-Мед""";0.030303030303030304;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.3434343434343434
Новосибхимфарм ОАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.66172510000001;37.5092279;ChIJaf1kOxBNtUYRQuW1cp98ydw;Р-Фарм;;http://www.r-pharm.com/ru/;[];2187220.0;161580.0;227.0;0.75;0.2504166666666666;1826.3;43.0;Р-Фарм ЮС Оперэйтин ЭЛЭЛСИ;0.023255813953488372;0.01904761904761905;0.9809523809523808;0.0;0.9809523809523808;0.0;0.0;0.01904761904761905;0.0;0.009523809523809523;0.0;0.0;0.0;0.06666666666666668;0.22857142857142854;0.0;0.009523809523809523;0.0;0.0;0.0;0.0;0.0;0.057142857142857134;0.0;0.2761904761904762;0.0;0.0;0.0;0.01904761904761905;0.24761904761904766;0.0761904761904762;0.0;0.009523809523809523;0.009523809523809523;0.0;0.0;0.0;0.0;105.0;0.5077519379844961
Хиноин ЗАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;3.0;55.7225439;37.515524600000006;ChIJb5YieAlMtUYRC59u2Jeuyhg;Эвалар;0.4;https://www.evalar.ru/;[['В магазине хороший ассортимент продукции. Практически без торговых наценок, по цене производителя. Минус: написано, что есть скидки пенсионерам, но, как оказалось, только по карте москвича.?', 4, 1485156415], ['Крайне нелюбезная и хамоватая секретарь на первом этаже ресепшн офиса на улице Довженко.', 2, 1506663175]];71435.0;4020.0;232.0;0.9871794871794872;0.8600427350427351;1826.3939393939395;84.0;Эвалар ЗАО;0.011904761904761904;0.2727272727272727;0.7272727272727273;0.0;0.7272727272727273;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3636363636363637;0.0;0.09090909090909093;0.0;0.0;0.0;0.09090909090909093;0.09090909090909093;0.0;0.0;0.09090909090909093;0.0;0.0;0.0;0.0;0.0;11.0;0.4706349206349206
Дельфарм Реймс;0.0;;0.0;1.0;0.0;0.0;;1.0;2;8.0;55.69505299999999;37.756982;ChIJbShggKy1SkERnOYCir1_4oE;Аптека 007;0.0;http://apteka007.ru/;[['', 5, 1487079468]];3360100.0;204956.0;29.0;1.0;0.5619047619047619;1826.333333333333;17.0;Эйсай Мануфэкчуринг Лимитед;0.11764705882352941;1.0;0.0;0.0;0.8378378378378378;0.0;0.16216216216216214;0.0;0.0;0.0;0.0;0.013513513513513514;0.0;0.10810810810810813;0.0945945945945946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4459459459459459;0.0;0.16216216216216214;0.0;0.0;0.0;0.0;0.013513513513513514;0.13513513513513514;0.0;0.0;0.027027027027027032;0.0;0.0;0.0;0.0;74.0;0.37254901960784315
ГлаксоСмитКляйн Трейдинг ЗАО/пр.ГлаксоСмитКляйн Фармасьютикалз С.А.;-1.0;;0.0;1.0;0.0;0.0;;1.0;1;2.0;55.770605;37.421299;ChIJcWTIzMtItUYRsMzR_m-qC_s;Glaxosmithkline;;http://www.glaxosmithkline.ru/;[];;;;0.8765977556666839;0.8611833230224606;1826.4666666666665;268.0;"Закрытое акционерное общество ""ГлаксоСмитКляйн Трейдинг""";0.0037313432835820895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5012437810945274
Кревель Мойзельбах ГмбХ;1.0;;0.0;0.6666666666666666;0.3333333333333333;0.3333333333333333;255.0;1.0;1;3.0;55.77538509999999;37.5858111;ChIJceyUBiNKtUYRyJmP0fAAc-k;Кревель Мойзельбах ГмбХ;;http://www.krewel-meuselbach.ru/;[];6578562.0;631143.0;19.0;1.0;0.5454545454545454;1826.0;11.0;Кревель Мойзельбах ГмбХ;0.09090909090909091;1.0;0.0;0.0;0.625;0.0;0.0;0.375;0.0;0.0;0.0;0.025;0.0;0.375;0.075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.05;0.0;0.05;0.0;0.05;0.0;0.125;0.05;0.0;0.15;40.0;0.5303030303030303
Ферринг Арцнаймиттель ГмбХ;0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.748179;37.5839001;ChIJcxfWBLRLtUYRUD7iIwIA3TM;Ferring Pharmaceuticals;;http://www.ferring.ru/;[];7878465.0;;81.0;1.0;0.5830940988835726;1826.0;35.0;Ферринг ГмбХ;0.02857142857142857;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5095238095238095
ЭВЕР Нейро Фарма ГмбХ;0.0;;0.0;1.0;0.0;0.5;98.0;1.0;2;4.0;55.7885929;37.58869519999999;ChIJd22kARNKtUYR_15_VenR82g;Эбеве Фарма;;https://www.rlsnet.ru/firm_index_id_404.htm;[];12672.0;834.0;1330.0;0.9924242424242424;0.7973484848484849;1826.666666666667;56.0;Эбеве Фарма Гес.м.б.Х. Нфг.КГ.;0.03571428571428571;1.0;0.0;0.0;0.7043478260869566;0.0;0.21739130434782608;0.0782608695652174;0.0;0.008695652173913044;0.0;0.0;0.0;0.0;0.0;0.0;0.008695652173913044;0.0;0.0;0.008695652173913044;0.0;0.0;0.17391304347826084;0.008695652173913044;0.5739130434782609;0.0;0.0;0.0;0.026086956521739132;0.08695652173913042;0.043478260869565216;0.0;0.017391304347826087;0.0;0.034782608695652174;0.0;0.0;0.017391304347826087;115.0;0.511904761904762
Фирн М ЗАО;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.785867;37.61419;ChIJdQJbAQdKtUYRC47YwAAmDUM;"ЗАО ""Фирн М""";0.0;;[['Производят отличное средство от простуды и гриппа Гриппферон', 5, 1498977329]];;;;0.9829059829059829;0.5810023310023311;1826.4629629629626;54.0;Фирн М ЗАО;0.018518518518518517;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3395061728395062
Ципла Лтд;0.0;;0.0;1.0;0.0;0.0;;1.0;1;1.0;55.658984;37.63734390000001;ChIJdc7WB2uzSkERpAE4Y-RSKqI;ООО «ПРОТЕК-СВМ»;;http://protek-svm.ru/;[];9201744.0;;15.0;0.96875;0.7986111111111109;1826.2222222222226;31.0;Ципла Лтд.;0.03225806451612903;1.0;0.0;0.0;0.8947368421052632;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.631578947368421;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05263157894736842;0.10526315789473684;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.510752688172043
Росбио ООО;0.0;;0.0;0.0;1.0;0.0;;1.0;1;1.0;55.42226700000001;37.553157;ChIJe73X6xWoSkERsmC6psMeDhM;Зелдис-Фарма;0.0;http://www.zeldis.ru/;[['', 5, 1521028779]];8268951.0;699603.0;30.0;1.0;0.75;1826.0;12.0;Росбио ООО;0.08333333333333333;0.0;1.0;0.0;0.88;0.0;0.0;0.12;0.0;0.04;0.0;0.0;0.0;0.16;0.04;0.0;0.12;0.0;0.0;0.0;0.0;0.0;0.0;0.04;0.04;0.0;0.0;0.0;0.0;0.16;0.28;0.0;0.04;0.0;0.0;0.08;0.0;0.04;25.0;0.3611111111111111
Дальхимфарм ОАО;0.0;;0.0;0.3333333333333333;0.6666666666666666;0.3333333333333333;;0.4666666666666667;3;3.0;55.70634010000001;37.7257273;ChIJeZc7yh21SkERx5trQmeTwnI;Дальхимфарм;;http://dhf.khv.ru/;[];212239.0;14713.0;2423.0;0.9841772151898734;0.7332017303635183;1809.7614379084966;348.0;"Открытое акционерное общество ""Дальхимфарм""";0.008620689655172414;0.0;1.0;0.0;0.9829059829059827;0.0;0.017094017094017096;0.0;0.0;0.02564102564102564;0.008547008547008548;0.008547008547008548;0.0;0.3547008547008547;0.21367521367521367;0.0;0.038461538461538464;0.0;0.0;0.0;0.0;0.0;0.042735042735042736;0.0;0.1452991452991453;0.0;0.01282051282051282;0.0;0.0;0.11965811965811965;0.034188034188034185;0.0;0.008547008547008548;0.01282051282051282;0.0;0.0;0.0;0.0;234.0;0.325095785440613
СиЭнВиТи Фарма Лимитед/пр.Актавис Групп АО;1.0;;0.0;0.6666666666666666;0.3333333333333333;0.6666666666666666;201.0;1.0;2;6.0;55.7362664;37.62236899999999;ChIJf5WJuQNLtUYR53XHU6jH9zM;АКТАВИС;;;[];;;;1.0;0.7854533594259622;1826.297619047619;113.0;ООО Актавис;0.017699115044247787;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.5058997050147492
Зентива а.с.;0.0;;0.0;1.0;0.0;0.0;;1.0;2;2.0;55.7676305;37.60085120000001;ChIJfXUVSz9KtUYRQNT2nzsvvmw;Зентива Фарма;;http://www.zentiva.ru/;[];;;;0.9237097598364844;0.8553142565150741;1807.9857320099252;200.0;Зентива к.с.;0.01;1.0;0.0;0.0;0.6785714285714286;0.0;0.32142857142857145;0.0;0.0;0.011904761904761904;0.0;0.0;0.0;0.3928571428571429;0.047619047619047616;0.0;0.011904761904761904;0.0;0.0;0.0;0.0;0.0;0.32142857142857145;0.011904761904761904;0.15476190476190474;0.0;0.023809523809523808;0.0;0.0;0.023809523809523808;0.011904761904761904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.0;0.5033333333333333
