place_id;Юридическое лицо, на имя которого выдано регистрационное удостоверение
ChIJY8up48xItUYRcbCjYoGqLTk;АВВА Фармасьютикалс АГ
ChIJqSMZvmyzSkER26JolfVCckw;"Научно-производственный филиал Федерального государственного бюджетного учреждения ""Российский онкологический научный центр имени Н.Н. Блохина"" Министерства здравоохранения Российской Федерации"
ChIJJwFs9GuzSkER5T5Mro_6D7M;"Федеральное государственное бюджетное учреждение ""Российский онкологический научный центр имени Н.Н. Блохина"" Министерства здравоохранения Российской Федерации (ФГБУ ""РОНЦ им. Н.Н.Блохина"" Минздрава России)"
ChIJNewPIBpKtUYRhqkeywdR6p4;Актелион Фармасьютикалз Лтд
ChIJd22kARNKtUYR_15_VenR82g;ЭВЕР Нейро Фарма ГмбХ
;"Общество с ограниченной ответственностью ""ФАРМАМОНДО-ВОСТОК"" (ООО ""ФАРМАМОНДО-ВОСТОК"")"
;"Общество с ограниченной ответственностью ""Промгазсервис"" (ООО ""Промгазсервис"")"
;"Акционерное общество ""Медисорб"""
ChIJg9eeVcBLtUYR0NDBe9mMyQo;"Акционерное общество ""Рафарма"""
;"Краевое государственное бюджетное учреждение здравоохранения ""Краевой клинический центр онкологии"" министерства здравоохранения Хабаровского края"
;Вифор Фрезениус Медикал Кеа Ренал Фарма Лтд.
;"ООО ""НьюВак"""
ChIJITU6Ti-zSkEREcJQfX75OXU;"Акционерное общество ""Партнер"" (АО ""Партнер"")"
ChIJT_6AVGm1SkERos_rFpQxq-I;"Общество с ограниченной ответственностью ""Промэнерго"" (ООО ""Промэнерго"")"
;"Общество с ограниченной ответственностью ""Вириом"" (ООО ""Вириом"")"
;"Открытое акционерное общество ""Ангарская нефтехимическая компания"" (ОАО ""АНХК"")"
;"Федеральное государственное бюджетное учреждение ""Федеральный научно-исследовательский центр эпидемиологии и микробиологии имени почетного академика Н.Ф.Гамалеи"" Министерства здравоохранения Российской Федерации (филиал ""Медгамал"" федерального государственного бюджетного учреждения ""Федеральный научно-исследовательский центр эпидемиологии и микробиологии имени почетного академика Н.Ф.Гамалеи"")"
;"ТОО ""Данске Интергруп"""
ChIJ44yfOVNUNUERU61wdaFJGV4;"Закрытое акционерное общество ""Сервье"" (ЗАО ""Сервье"")"
;"Общество с ограниченной ответственностью ""Новороссийский кислородный завод"" (ООО ""Новороссийский кислородный завод"")"
ChIJz0wKvftKtUYRE6bn6S4LM_s;"ООО ""Др. Редди'с Лабораторис"""
ChIJCbR2ESi1SkER5Cwm7WxPViI;"ЗАО ""Фармгид"""
ChIJobh_bh1JtUYRSZOk-btWrPU;"Общество с ограниченной ответственностью ""ПРОФИТ ФАРМ"" (ООО ""ПРОФИТФАРМ"")"
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ООО ""ИРИДИУМ ФАРМА"""
ChIJJ_JYnXw3tUYRUDsnN-9Najo;"ООО ""Команда МКС"""
ChIJVVVVVVVCNEERIg-ynVuN_pE;"ООО ""Нанофарма Девелопмент"""
;"Общество с ограниченной ответственностью ""Ремонтно-механический завод"" (ООО ""РМЗ"")"
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Брайт Фармасьютикалс Оперейшн Сенте
;"Товарищество с ограниченной ответственностью ""Kelun-Kazpharm"" (""Келун-Казфарм"")"
ChIJBwmA5a5LtUYRr3I72lqEAvU;Орион Корпорейшн
;"Акционерное общество ""Татхимфармпрепараты"" (АО ""Татхимфармпрепараты"" )"
ChIJwct8Jm2zSkERSXLyGG-GCpQ;"Общество с ограниченной ответственностью ""СОРБЕНТ"" (ООО ""СОРБЕНТ"")"
ChIJqUEjAnJKtUYRfGverscRpY0;"Общество с ограниченной ответственностью ""Эн.Си. Фармасьютикалз"""
ChIJgTkLbY85tUYRjy6a50nTqAQ;"АО ""Фармстандарт"""
ChIJIzMveudTtUYRVc59aRu00Rk;"Федеральное государственное унитарное предприятие ""Предприятие по производству бактерийных и вирусных препаратов Института полиомиелита и вирусных энцефалитов им.М.П.Чумакова РАМН"""
ChIJpfCuKN9LtUYRh2gHkjEMTNs;Октафарма АБ
;Сандоз Фармасьютикалс д.д.
ChIJU6Gieh1KtUYRhBhx34Oi8Bc;"ООО ""Кьези Фармасьютикалс"""
ChIJdc7WB2uzSkERpAE4Y-RSKqI;Ципла Лтд
;"Общество с ограниченной ответственностью (ООО ""Сатерекс"")"
ChIJdRqKh-M2tUYRRePmr6ISta8;"Общество с ограниченной ответственностью Торговый Дом ""Факел"" (ООО ТД ""Факел"")"
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;ООО «Сигардис Рус»
;"ООО ""Нижнефарм"""
ChIJTeJ8fHlJtUYRph3-WfCZw5E;Джилесанто холдингз Лтд
ChIJN63RGqvLSkERLv_MVB4qieY;"ООО ""Фармацевтическая компания Эген"""
;Ама Фарм ООО
;Уорлд Медицин Илач Сан ве Тидж А.Ш.
;"ООО ""Аромасинтез"""
ChIJkYIElJ5MtUYRYKZ5Nc076c8;Национальный центр ядерных исследований
;"Общество с ограниченной ответственностью ""КардиоСистемФарма"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Балканфарма - Дупница АД
ChIJPwXWEyi1SkERRb-_DBO6xY4;Санофи Пастер Лимитед
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Медана Фарма АО
;"Общество с ограниченной ответственностью ""Альянс Биофарм"" (ООО ""ЭйБиФарм"")"
ChIJ4xjzpN1LtUYR7rOz674wlMY;"Общество с ограниченной ответственностью ""Берлин-Хеми/А. Менарини"""
ChIJ42wbbvZKtUYRl_ETCnTBeu4;"ООО ""Мариинск-газ"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Элпен Фармасьютикал Ко.Инк
;"АО ""Химфарм"""
;"Общество с ограниченной ответственностью ""ФармИнтеллект"""
ChIJtUHdD-TMSkERz2UWMRRk6c4;"Общество с ограниченной ответственностью ""Нордгаз"" (ООО ""Нордгаз"")"
;"ООО ""МагТехГаз"""
ChIJR34Y61tGtUYRQ2MGMB3xsWQ;"ЗАО ""Европлант"""
;"АО ""Фитофарм Кленка"""
ChIJLVwklEBKtUYRNPG-10fOBjI;"ООО ""Райфарм"""
;"ООО ""Промгаз-Технологий"""
ChIJj1lzW3s3tUYR0Nutzmtd71s;"ООО ""Вита"""
;"ООО ""Профарм"""
;"ООО ""ГазТрансСервис"""
;"ООО ""Научно-исследовательский центр ""Комкон"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Фармаксис Лтд
;"Общество с ограниченной отвественностью ""Фарманова"" (ООО ""Фарманова"")"
;Новартис Вакцинс энд Диагностикс С.р.Л.
;Эмкюр Фармасьютикалз Лтд
ChIJv1dBA11ItUYRwTpgN86e2iU;"ООО ""Полифарм"""
ChIJgQBnszhPtUYRCfviJfbyJiw;"Федеральное государственное бюджетное учреждение ""Российский кардиологический научно-производственный комплекс"" Министерства здравоохранения Российской Федерации - Экспериментальное производство медико-биологических препаратов"
;Кей Джи Пи Лабораториз (Ю Кей) Лимитед
ChIJIRy8yhxNtUYRKmK5YYACnUo;Генфа Медика С.А.
;Пирамал Энтерпрайзис Лимитед
ChIJm3z3Vv1LtUYRSojZRlFCmsg;"Закрытое акционерное общество  ""Филевское оптово-розничное предприятие"" (ЗАО ""ФОРП"")"
ChIJ_3oGHBZLtUYR7O64XmxIpjA;Хюгель Инк.
ChIJP-cjoUZItUYR8Ul8Z7-mKhc;"Общество с ограниченной ответственностью ""ЭДВАНСД ТРЕЙДИНГ"""
;"ООО ""Актифарм"""
ChIJ72hdEKezSkER1d47m2UtWOc;"ООО ""Инфамед"""
ChIJ8bC7hjxKtUYRd0SumLdmHhE;НоваМедика ООО
;"Общество с ограниченной ответственностью ""Оксинит плюс"" (ООО ""Оксинит плюс"")"
ChIJQfKgeJ1MtUYRLq6ZOMSCko4;"Акционерное общество ""Фармсинтез-Норд"""
;"ООО ""Фармекс Груп"""
ChIJo4ySLC9NtUYRls9Ry09flcI;"ЗАО ""Астрафарм"""
;Карнатака Антибиотикс & Фармасьютикалс Лимитед
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Ротафарм Лимитед
;"ООО ""Энергоцентр ""ИРКУТ"""
ChIJWV6S0_5KtUYR76L4U1SyIzc;Лаборатории Медис
ChIJa3L3XHM1tUYRcAQMs9pmNlc;АЛК-Абелло А/С
ChIJdzqhir9HtUYRMQLqHWigzIE;"ООО Научно-производственная фирма ""Гемма-Б"""
;Алембик Фармасьютикалс Лимитед
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ООО ""Лайф Сайнсес ОХФК"""
;"ООО ""Асфарма-Рос"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Сэндзю Фармацевтикал Ко.Лтд
;Азиенде Кимике Риуните Анжелини Франческо А.К.Р.А.Ф. С.п.А.
ChIJuWT7DDQxtUYRyWVPoODiLmA;"ООО ""Фитогаленика"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;"ООО ""Ласа Лабораториос"""
;"ООО ""Фарма Интернейшинал Компани Россия-СНГ"""
ChIJ_5nO4RRLtUYRgKPSs_37TYk;Экселджин
ChIJb_0heHBKtUYRkZFVrEKcud4;"ООО ""ВИСТ"""
;"Общество с ограниченной ответственностью ""КРИОГЕН-ЮГ"" (ООО ""КРИОГЕН-ЮГ"")"
ChIJ7fU_PlizSkERe58hTrE18iE;"ООО ""Рузам-М"""
;"ООО фирма ""Новофарм-Биосинтез"""
;Хилтон Фарма (Пвт) Лтд
;СиЭнВиТи Фарма Лтд
;"Акционерное общество ""Усолье-Сибирский химико-фармацевтический завод"" (АО ""Усолье-Сибирский химфармзавод"")"
ChIJbxkcGdxLtUYR77Fz-q1KnTU;"ООО ""Фармасинтез-Тюмень"""
;"ЧАО ""Фармацевтическая фирма ""Дарница"""
ChIJ4fyz2bNLtUYRT37KnmZUJJc;"ООО ""Научно-исследовательский институт Медицины и Стандартизации"""
ChIJTeJ8fHlJtUYR-UM8L-_p3Ns;"Общество с ограниченной ответственностью ""СЭЛВИМ"" (ООО ""СЭЛВИМ"")"
;"Общество с ограниченной ответственностью ""Цитера"" (ООО ""Цитера"")"
;"ЗАО ""ЭкоФармПлюс"""
ChIJjQ0bqkNKtUYRxA7Zq5Fcbuk;Лаборатория Иннотек Интернасиональ
ChIJ7UfpZbzKSkERdaoWQM5juzE;"ООО ""Фармацевт"""
ChIJz85mQWBJtUYRqXZd5-n9oTs;"Общество с ограниченной ответственностью ""Фармамед"" (ООО ""Фармамед"")"
;Эбботт Продактс Оперейшнз ЭйДжи
;"ООО ""Вирфарм"""
ChIJ-zHoPnZJtUYR8D_m_FLE-Ec;Майлэн Лабораториз Лимитед
ChIJpfjJydtHtUYRk5Dxrgu22lY;"ООО ""ЭНДОДЖЕНИКС"""
ChIJSefogZhLtUYRt0-leiY5nVo;Милленниум Фармасьютикалс Инк.
;Алексион Юроп САС
;"Общество с ограниченной отвественностью ""СибПромГаз"" (ООО ""СибПромГаз"")"
ChIJZfV3_1Q1tUYRGEZXVgyqfEI;"ООО ""Эндокринные технологии"""
;"ООО ""Анико"""
ChIJASLfwkSzSkERFo99dVvWVHc;"Общество с ограниченной ответственностью ""МБА-групп"""
